transaction_id,user_id,merchant_id,amount,currency,payment_method,device_id,location,timestamp,is_fraud,fraud_type,split
30295e9f-0fa4-4cd4-aba1-b7eaafc5ba33,U714,M25,24.776201989009483,USD,CREDIT_CARD,D_1703,US,2026-07-25 13:44:25.076989,0,none,train
c5d50313-1b84-4ed6-b2b8-ab8f7f740c30,U1572,M97,61.046443187906604,USD,CREDIT_CARD,D_1277,US,2026-07-25 13:47:26.076989,0,none,train
ced47115-955f-4a35-a644-846c743f9094,U745,M95,5.431629509667674,USD,CREDIT_CARD,D_8611,US,2026-07-25 13:48:58.076989,0,none,train
231af7c6-4490-4e10-bd02-b0e556e23723,U1128,M13,21.050776339784658,USD,CREDIT_CARD,D_9411,UK,2026-07-25 13:57:22.076989,0,none,train
13c0cbdc-849c-457d-8cca-49837391f53a,U1832,M45,2.260032553073477,USD,CREDIT_CARD,D_3722,FR,2026-07-25 13:58:58.076989,0,none,train
c452bc89-4ff4-4ffb-ad24-68b896651ebc,U210,M58,31.04665357660442,USD,CREDIT_CARD,D_9659,DE,2026-07-25 14:00:22.076989,0,none,train
49da1ecd-372b-4607-b0cc-17f19c72cbbd,U558,M57,54.814458026284115,USD,CREDIT_CARD,D_5940,UK,2026-07-25 14:03:00.076989,0,none,train
d981fb8e-5e16-42b2-942a-3eb686d3ae8e,U1487,M13,28.585813169712466,USD,CREDIT_CARD,D_3721,US,2026-07-25 14:08:30.076989,0,none,train
36ab2659-c084-4504-99f3-7f277281ca63,U1487,M61,45.66795842129035,USD,CREDIT_CARD,D_3721,FR,2026-07-25 14:09:07.076989,1,velocity,train
31301a39-c8de-48fc-add3-87960823a5fb,U1683,M3,31.218900167428455,USD,CREDIT_CARD,D_5378,IN,2026-07-25 14:11:45.076989,0,none,train
6dc673ef-e769-4b41-b290-e8c70a2c1951,U83,M64,24.631450527683402,USD,CREDIT_CARD,D_6801,UK,2026-07-25 14:12:17.076989,0,none,train
55e0133e-b813-49a0-a489-bdc9f6f23234,U1959,M85,32.63362025111628,USD,CREDIT_CARD,D_4867,CA,2026-07-25 14:13:22.076989,0,none,train
9b908ff3-1302-4322-a05f-123cf78eea61,U1768,M11,21.62901680139442,USD,CREDIT_CARD,D_9399,AU,2026-07-25 14:22:38.076989,0,none,train
db24375c-928d-4eb3-b66b-16ea3d411157,U1432,M38,69.87872416028536,USD,CREDIT_CARD,D_2958,US,2026-07-25 14:23:39.076989,0,none,train
529b93bc-810a-4077-924d-7e8c415c4b64,U210,M16,40.37820084483345,USD,CREDIT_CARD,D_9659,DE,2026-07-25 14:26:10.076989,0,none,train
996100d4-9316-4367-b799-705005a1b474,U619,M90,35.92691116614073,USD,CREDIT_CARD,D_7868,US,2026-07-25 14:28:59.076989,0,none,train
6efe5fb5-5597-4c2c-ae9f-5a66d704543e,U1090,M7,19.641278723967876,USD,CREDIT_CARD,D_8605,FR,2026-07-25 14:32:36.076989,0,none,train
cde60df5-0d7d-4227-82bd-975f3b252fd2,U1723,M39,78.57242360205072,USD,CREDIT_CARD,D_1845,DE,2026-07-25 14:36:05.076989,0,none,train
68202d11-d238-4f7d-8961-f9bea22c46cc,U608,M95,27.304899429568128,USD,CREDIT_CARD,D_4471,IN,2026-07-25 14:39:34.076989,0,none,train
488e7717-b282-4cc3-a2a9-dc2a1dc372ca,U1543,M28,164.3491394293536,USD,CREDIT_CARD,D_2364,IN,2026-07-25 14:40:36.076989,0,none,train
e6414fef-35ce-4419-94b2-e77faccb3aa8,U1211,M51,9.483936968187791,USD,CREDIT_CARD,D_2073,FR,2026-07-25 14:42:55.076989,0,none,train
81a5bcf6-fbd1-4c9c-89b2-d8cc67b41e28,U590,M20,26.34976033081993,USD,CREDIT_CARD,D_4983,CA,2026-07-25 14:45:34.076989,0,none,train
e2d8a642-6ef7-4146-9b7b-9893c83dfade,U590,M86,40.27978600580456,USD,CREDIT_CARD,D_4983,CA,2026-07-25 14:45:35.076989,1,velocity,train
0ff3b73d-42d4-423a-b45f-1e79ed5c637a,U1757,M34,74.97818940186139,USD,CREDIT_CARD,D_4483,US,2026-07-25 14:46:08.076989,0,none,train
d157b996-2e7f-41a0-8f7d-99c69fdf1293,U1317,M77,25.762132333810605,USD,CREDIT_CARD,D_8954,US,2026-07-25 14:49:07.076989,0,none,train
77726d27-fc51-4970-bcc9-9318e9a58a65,U774,M55,126.81203191350369,USD,CREDIT_CARD,D_9125,US,2026-07-25 14:49:49.076989,0,none,train
420a4af7-eb9d-41e9-a6c9-4268c234c155,U1912,M67,26.23646918403893,USD,CREDIT_CARD,D_6906,US,2026-07-25 14:50:17.076989,0,none,train
4500a987-85f6-4af0-a292-62fb00936ef7,U175,M43,14.539184278417135,USD,CREDIT_CARD,D_8730,CA,2026-07-25 14:50:53.076989,0,none,train
e3d47220-1e12-4bd5-bf76-7b9a30b873ab,U175,M57,14.255621338222786,USD,CREDIT_CARD,D_8730,CA,2026-07-25 14:51:02.076989,1,velocity,train
6daed9a2-01e0-442a-8953-f57b8aa20e75,U84,M33,3.401270389648116,USD,CREDIT_CARD,D_6986,AU,2026-07-25 14:52:00.076989,0,none,train
7e1a028f-e68a-4717-88ed-32489ad9756c,U529,M76,8.995513323370112,USD,CREDIT_CARD,D_9734,IN,2026-07-25 14:53:18.076989,0,none,train
aa236b1f-da53-40a2-863f-6681090b667b,U529,M98,16.422902082695607,USD,CREDIT_CARD,D_9734,IN,2026-07-25 14:53:29.076989,1,velocity,train
cf08d7be-cbe0-4910-8f2a-8e15e15f4307,U1689,M76,233.41162737618967,USD,CREDIT_CARD,D_9498,US,2026-07-25 14:55:18.076989,0,none,train
d98d1b92-5c9c-4c9b-a56d-15bd46f6dcea,U1689,M79,282.3735959710634,USD,CREDIT_CARD,D_9498,UK,2026-07-25 14:55:53.076989,1,velocity,train
3f9ae4a4-bcaf-4d78-ab71-ee263432d789,U1180,M50,14.7435175610816,USD,CREDIT_CARD,D_6043,US,2026-07-25 14:59:42.076989,0,none,train
4b7d1c40-bb59-4edf-8249-9338d9420317,U1543,M80,142.65165291224167,USD,CREDIT_CARD,D_2364,IN,2026-07-25 15:00:20.076989,0,none,train
c1b4df99-8379-4a1e-ae93-7562a4a772cf,U1763,M31,23.287076730620406,USD,CREDIT_CARD,D_4055,US,2026-07-25 15:00:27.076989,0,none,train
ee9c66e2-cebf-4179-b4ff-933c46a0210d,U1655,M99,36.12737522307546,USD,CREDIT_CARD,D_9945,DE,2026-07-25 15:02:02.076989,0,none,train
916fc33d-7f08-416d-acaa-0ac14bd26961,U1458,M97,4.120597045148656,USD,CREDIT_CARD,D_4797,FR,2026-07-25 15:05:35.076989,0,none,train
55f07617-b663-4bf0-8f07-0c3a098f358f,U664,M30,424.67463346877724,USD,CREDIT_CARD,D_1264,US,2026-07-25 15:06:46.076989,1,amount,train
a615f0af-e576-46db-9d5e-9810ee8e280a,U453,M7,22.715523538576566,USD,CREDIT_CARD,D_1209,CA,2026-07-25 15:06:51.076989,0,none,train
28cfb1ae-84c1-4e5d-a9b2-ba41cd6b7b64,U458,M47,3.6999250112956883,USD,CREDIT_CARD,D_2388,DE,2026-07-25 15:09:13.076989,0,none,train
f6bd7cad-30c0-4a92-bd8d-18288bb21623,U425,M99,38.305158383883,USD,CREDIT_CARD,D_1525,US,2026-07-25 15:10:20.076989,0,none,train
c40f68d4-955a-4f09-9289-d76fc3931d3a,U590,M22,52.8791896369991,USD,CREDIT_CARD,D_4983,CA,2026-07-25 15:11:11.076989,0,none,train
32f75da8-f51f-4277-80bf-0517f5776fe1,U1101,M25,6.412915491050981,USD,CREDIT_CARD,D_5145,US,2026-07-25 15:12:24.076989,0,none,train
78e0d5bb-1f96-4cc3-8646-5145bdff1cdb,U1626,M77,19.629758204633738,USD,CREDIT_CARD,D_9446,CA,2026-07-25 15:12:33.076989,0,none,train
75da88e9-a252-43fc-b49f-ae53e3f1c290,U635,M63,7.699091933175964,USD,CREDIT_CARD,D_2537,US,2026-07-25 15:12:35.076989,0,none,train
737f0ce3-b8a2-47f9-b167-0085af51c7c6,U1957,M18,18.878716731389694,USD,CREDIT_CARD,D_6432,AU,2026-07-25 15:13:23.076989,0,none,train
1597a1f1-fe4a-40dd-a2d0-3e6d581015c4,U851,M90,35.45325309942314,USD,CREDIT_CARD,D_9835,US,2026-07-25 15:16:22.076989,0,none,train
a59e5e30-f9a6-4ce9-aae3-17e819c420aa,U1706,M87,2.8735054036511007,USD,CREDIT_CARD,D_4382,IN,2026-07-25 15:21:03.076989,0,none,train
5a4d3a82-d33a-453e-81a6-0116bc514113,U1650,M27,19.70899097305665,USD,CREDIT_CARD,D_6287,IN,2026-07-25 15:25:05.076989,0,none,train
41ebf030-0196-4143-ace2-8c17319118de,U541,M89,7.063018787494202,USD,CREDIT_CARD,D_6693,DE,2026-07-25 15:26:50.076989,0,none,train
f385015b-5ccd-4245-8694-11739ef958d7,U1710,M68,119.9756628008738,USD,CREDIT_CARD,D_3064,UK,2026-07-25 15:28:34.076989,0,none,train
b984bc0f-b68f-4523-a4e5-bbda2e405b3c,U1782,M90,64.99282487936588,USD,CREDIT_CARD,D_7697,CA,2026-07-25 15:28:34.076989,0,none,train
a7720619-7e94-4784-8323-ed40846140e3,U1782,M72,79.40228023013962,USD,CREDIT_CARD,D_7697,CA,2026-07-25 15:28:40.076989,1,velocity,train
e641cc20-d6b1-459f-ab7f-197a60e0960c,U1787,M74,68.4908858441622,USD,CREDIT_CARD,D_4670,IN,2026-07-25 15:28:48.076989,0,none,train
